ID_Venta,Fecha,Producto,Categoria_producto,Precio,Cantidad_vendida,Region,Descuento,Metodo_Pago
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,19.81,Cheque
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,8.4,Transferencia Bancaria
9,23/01/2024,Laptop,Electronica,1000,2,Asia,28.65,Cheque
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,22.14,Transferencia Bancaria
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,16.63,PayPal
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,18.35,Efectivo
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,12.59,PayPal
14,28/01/2024,Laptop,Electronica,850,1,Europa,7.43,Transferencia Bancaria
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,10.68,Efectivo
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,22.74,Tarjeta de Crédito
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,0.43,Tarjeta de Crédito
18,01/02/2024,Tablet,Electronica,,4,Europa,3.48,Cheque
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,1.38,Transferencia Bancaria
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,1.22,Transferencia Bancaria
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,25.66,Tarjeta de Crédito
22,05/02/2024,Laptop,Electronica,1050,2,Europa,21.11,PayPal
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,14.23,Efectivo
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,2.94,PayPal
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,14.75,PayPal
26,09/02/2024,Smartphone,Electronica,780,7,Europa,14.2,Tarjeta de Crédito
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,5.2,Tarjeta de Crédito
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,13.02,Tarjeta de Crédito
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,11.96,Cheque
30,13/02/2024,Laptop,Electronica,970,4,Asia,18.48,PayPal
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,19.05,Transferencia Bancaria
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,1.36,Efectivo
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,11.24,Cheque
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,18.78,Transferencia Bancaria
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,15.09,PayPal
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,25.69,Tarjeta de Crédito
37,05/02/2024,Laptop,Electronica,1050,2,Europa,19.76,PayPal
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,4.89,Efectivo
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,2.12,Cheque
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,19.27,Cheque
41,09/02/2024,Smartphone,Electronica,780,7,Europa,0.8,Efectivo
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,17.57,Transferencia Bancaria
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,28.21,Transferencia Bancaria
44,09/02/2024,Smartphone,Electronica,780,7,Europa,17.26,Cheque
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,11.65,Cheque
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,,Tarjeta de Crédito
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,13.75,Transferencia Bancaria
48,13/02/2024,Laptop,Electronica,970,4,Asia,16.37,Efectivo
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,28.24,Transferencia Bancaria
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,11.58,Tarjeta de Crédito
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,28.84,Cheque
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,27.16,Cheque
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,5.87,Tarjeta de Crédito
54,16/03/2024,Smartphone,Electronica,700,5,Europa,2.08,Efectivo
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,3.02,Cheque
56,18/03/2024,Laptop,Electronica,950,3,Asia,0.55,PayPal
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,2.83,Cheque
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,20.49,PayPal
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,2.14,Tarjeta de Crédito
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,9.57,Tarjeta de Crédito
61,23/03/2024,Laptop,Electronica,1000,2,Asia,25.35,Cheque
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,0.7,Transferencia Bancaria
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,24.43,PayPal
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,8.46,Efectivo
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,3.54,Cheque
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,20.9,Efectivo
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,18.87,Cheque
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,26.32,Transferencia Bancaria
69,31/03/2024,Laptop,Electronica,970,4,Asia,,Transferencia Bancaria
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,24.1,Transferencia Bancaria
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,8.46,Transferencia Bancaria
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,5.32,Tarjeta de Crédito
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,22.52,Tarjeta de Crédito
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,24.21,PayPal
75,06/04/2024,Smartphone,Electronica,700,5,Europa,29.72,Efectivo
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,12.38,Cheque
77,08/04/2024,Laptop,Electronica,950,3,Asia,11.16,Cheque
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,23.29,Tarjeta de Crédito
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,,Cheque
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,27.92,Tarjeta de Crédito
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,25.75,PayPal
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,12.87,Efectivo
4,18/01/2024,Laptop,Electronica,950,3,Asia,22.53,PayPal
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,22.64,Transferencia Bancaria
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,3.09,Transferencia Bancaria
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,27.08,Transferencia Bancaria
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,15.16,PayPal
9,23/01/2024,Laptop,Electronica,1000,2,Asia,24.79,Cheque
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,9.6,Efectivo
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,26.87,Transferencia Bancaria
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,11.68,Transferencia Bancaria
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,0.33,Transferencia Bancaria
14,28/01/2024,Laptop,Electronica,850,1,Europa,27.16,Efectivo
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,2.74,Transferencia Bancaria
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,9.58,Efectivo
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,28.5,Transferencia Bancaria
18,01/02/2024,Tablet,Electronica,,4,Europa,28.52,PayPal
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,17.2,PayPal
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,18.96,Efectivo
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,13.45,PayPal
22,05/02/2024,Laptop,Electronica,1050,2,Europa,8.8,Efectivo
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,9.86,PayPal
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,20.18,PayPal
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,22.57,Efectivo
26,09/02/2024,Smartphone,Electronica,780,7,Europa,23.75,Cheque
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,23.69,PayPal
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,2.74,Transferencia Bancaria
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,14.83,Cheque
30,13/02/2024,Laptop,Electronica,970,4,Asia,1.73,Desconocido
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,16.49,Cheque
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,13.25,Tarjeta de Crédito
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,26.63,Tarjeta de Crédito
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,10.53,PayPal
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,3.51,PayPal
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,4.29,Transferencia Bancaria
37,05/02/2024,Laptop,Electronica,1050,2,Europa,22.85,Cheque
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,18.55,Tarjeta de Crédito
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,3.03,PayPal
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,2.52,Cheque
41,09/02/2024,Smartphone,Electronica,780,7,Europa,21.03,PayPal
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,2.18,PayPal
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,24.66,Tarjeta de Crédito
44,09/02/2024,Smartphone,Electronica,780,7,Europa,21.19,Tarjeta de Crédito
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,2.44,PayPal
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,2.55,Efectivo
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,29.6,PayPal
48,13/02/2024,Laptop,Electronica,970,4,Asia,11.23,PayPal
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,11.12,Transferencia Bancaria
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,24.38,Transferencia Bancaria
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,28.42,Transferencia Bancaria
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,29.58,Efectivo
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,22.6,Efectivo
54,16/03/2024,Smartphone,Electronica,700,5,Europa,11.29,PayPal
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,2.51,Transferencia Bancaria
56,18/03/2024,Laptop,Electronica,950,3,Asia,23.31,Desconocido
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,16.75,Tarjeta de Crédito
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,12.73,PayPal
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,27.19,Cheque
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,,PayPal
61,23/03/2024,Laptop,Electronica,1000,2,Asia,14.78,Cheque
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,0.34,Transferencia Bancaria
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,14.06,Cheque
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,1.69,Transferencia Bancaria
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,3.56,Tarjeta de Crédito
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,3.53,Cheque
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,19.48,PayPal
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,22.38,Transferencia Bancaria
69,31/03/2024,Laptop,Electronica,970,4,Asia,17.5,PayPal
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,28.87,Efectivo
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,11.25,Transferencia Bancaria
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,8.57,Cheque
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,26.06,Transferencia Bancaria
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,6.71,PayPal
75,06/04/2024,Smartphone,Electronica,700,5,Europa,28.9,Tarjeta de Crédito
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,0.36,Transferencia Bancaria
77,08/04/2024,Laptop,Electronica,950,3,Asia,29.1,Cheque
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,1.29,Efectivo
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,26.73,Tarjeta de Crédito
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,15.83,Efectivo
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,29.79,Transferencia Bancaria
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,2.21,PayPal
4,18/01/2024,Laptop,Electronica,950,3,Asia,16.62,PayPal
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,29.08,Cheque
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,15.69,PayPal
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,18.88,Tarjeta de Crédito
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,20.87,Desconocido
9,23/01/2024,Laptop,Electronica,1000,2,Asia,13.64,Cheque
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,18.83,Transferencia Bancaria
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,17.53,Transferencia Bancaria
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,27.03,PayPal
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,1.36,Efectivo
14,28/01/2024,Laptop,Electronica,850,1,Europa,8.43,Transferencia Bancaria
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,28.51,PayPal
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,26.71,Cheque
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,13.67,PayPal
18,01/02/2024,Tablet,Electronica,,4,Europa,18.6,Transferencia Bancaria
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,8.32,Cheque
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,5.64,PayPal
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,13.91,Tarjeta de Crédito
22,05/02/2024,Laptop,Electronica,1050,2,Europa,10.6,Cheque
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,17.51,Tarjeta de Crédito
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,2.33,Efectivo
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,29.23,Cheque
26,09/02/2024,Smartphone,Electronica,780,7,Europa,29.59,Tarjeta de Crédito
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,20.94,Transferencia Bancaria
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,16.08,Transferencia Bancaria
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,9.29,Efectivo
30,13/02/2024,Laptop,Electronica,970,4,Asia,24.41,Cheque
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,20.54,Cheque
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,4.88,Cheque
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,27.33,Efectivo
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,24.68,Cheque
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,28.49,Transferencia Bancaria
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,21.77,Tarjeta de Crédito
37,05/02/2024,Laptop,Electronica,1050,2,Europa,18.4,Transferencia Bancaria
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,12.55,Transferencia Bancaria
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,27.98,Desconocido
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,25.98,Transferencia Bancaria
41,09/02/2024,Smartphone,Electronica,780,7,Europa,1.36,Efectivo
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,0.79,Tarjeta de Crédito
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,11.29,Transferencia Bancaria
44,09/02/2024,Smartphone,Electronica,780,7,Europa,24.32,PayPal
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,29.62,Transferencia Bancaria
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,4.51,Efectivo
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,17.82,Cheque
48,13/02/2024,Laptop,Electronica,970,4,Asia,11.43,Transferencia Bancaria
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,29.1,Cheque
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,25.26,PayPal
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,25.15,Transferencia Bancaria
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,14.06,Tarjeta de Crédito
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,12.44,Cheque
54,16/03/2024,Smartphone,Electronica,700,5,Europa,8.2,PayPal
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,1.69,Tarjeta de Crédito
56,18/03/2024,Laptop,Electronica,950,3,Asia,25.94,Tarjeta de Crédito
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,24.39,Tarjeta de Crédito
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,29.99,Tarjeta de Crédito
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,29.9,Transferencia Bancaria
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,16.66,Transferencia Bancaria
61,23/03/2024,Laptop,Electronica,1000,2,Asia,23.07,Transferencia Bancaria
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,28.34,PayPal
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,25.49,PayPal
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,7.42,PayPal
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,13.52,Efectivo
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,3.87,PayPal
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,28.62,Transferencia Bancaria
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,18.19,Transferencia Bancaria
69,31/03/2024,Laptop,Electronica,970,4,Asia,6.86,Efectivo
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,20.15,Efectivo
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,18.54,PayPal
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,10.74,Cheque
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,3.41,Efectivo
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,20.15,Desconocido
75,06/04/2024,Smartphone,Electronica,700,5,Europa,15.61,Transferencia Bancaria
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,23.17,Tarjeta de Crédito
77,08/04/2024,Laptop,Electronica,950,3,Asia,15.6,Transferencia Bancaria
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,25.57,Transferencia Bancaria
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,16.56,Efectivo
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,16.83,Efectivo
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,26.3,Tarjeta de Crédito
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,12.1,Transferencia Bancaria
4,18/01/2024,Laptop,Electronica,950,3,Asia,4.02,Tarjeta de Crédito
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,0.86,Cheque
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,22.65,Tarjeta de Crédito
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,18.61,PayPal
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,,Tarjeta de Crédito
9,23/01/2024,Laptop,Electronica,1000,2,Asia,6.39,PayPal
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,4.09,PayPal
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,0.44,PayPal
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,10.52,Cheque
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,17.7,Tarjeta de Crédito
14,28/01/2024,Laptop,Electronica,850,1,Europa,11.77,Tarjeta de Crédito
15,29/01/2024,Refrigerador,Electrodomestico,-1100,1,Sudamerica,13.12,Cheque
16,30/01/2024,Microondas,Electrodomestico,100,9,Asia,27.12,Transferencia Bancaria
17,31/01/2024,"Televisor 32""",Electronica,300,5,Norteamerica,10.45,Efectivo
18,01/02/2024,Tablet,Electronica,,4,Europa,15.42,Tarjeta de Crédito
19,02/02/2024,Lavadora,Electrodomestico,750,2,Asia,23.51,Efectivo
20,03/02/2024,Refrigerador,Electrodomestico,,1,Norteamerica,11.9,Cheque
21,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,18.66,Transferencia Bancaria
22,05/02/2024,Laptop,Electronica,1050,2,Europa,25.87,Transferencia Bancaria
23,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,28.49,Transferencia Bancaria
24,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,,Cheque
25,08/02/2024,Tablet,Electronica,420,5,Sudamerica,27.8,PayPal
26,09/02/2024,Smartphone,Electronica,780,7,Europa,14.76,PayPal
27,10/02/2024,Microondas,Electrodomestico,,9,Asia,7.75,Efectivo
28,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,13.77,PayPal
29,12/02/2024,Refrigerador,Electrodomestico,-1250,1,Europa,29.4,PayPal
30,13/02/2024,Laptop,Electronica,970,4,Asia,14.78,Transferencia Bancaria
31,14/02/2024,Smartphone,Electronica,690,8,Sudamerica,9.86,Transferencia Bancaria
32,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,19,Efectivo
33,16/02/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,7.2,Tarjeta de Crédito
34,17/02/2024,Lavadora,Electrodomestico,,2,Asia,2.28,Efectivo
35,18/02/2024,Microondas,Electrodomestico,,10,Sudamerica,3.87,Efectivo
36,04/02/2024,Smartphone,Electronica,680,6,Sudamerica,3.84,Cheque
37,05/02/2024,Laptop,Electronica,1050,2,Europa,4.56,Cheque
38,06/02/2024,Aspiradora,Electrodomestico,-160,8,Norteamerica,4.16,Efectivo
39,07/02/2024,"Televisor 55""",Electronica,700,3,Asia,19.23,Efectivo
40,08/02/2024,Tablet,Electronica,420,5,Sudamerica,5.46,Efectivo
41,09/02/2024,Smartphone,Electronica,780,7,Europa,10.37,PayPal
42,10/02/2024,Microondas,Electrodomestico,,9,Asia,26.9,Cheque
43,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,14.22,Efectivo
44,09/02/2024,Smartphone,Electronica,780,7,Europa,20.03,Transferencia Bancaria
45,10/02/2024,Microondas,Electrodomestico,,9,Asia,5.17,Transferencia Bancaria
46,11/02/2024,"Televisor 42""",Electronica,500,3,Norteamerica,5.77,PayPal
47,12/02/2024,Refrigerador,Electrodomestico,1250,1,Europa,1.23,PayPal
48,13/02/2024,Laptop,Electronica,970,4,Asia,5.07,Tarjeta de Crédito
49,14/02/2024,Smartphone,Electronica,,8,Sudamerica,8.36,Tarjeta de Crédito
50,15/02/2024,"Televisor 32""",Electronica,310,6,Europa,5.31,Tarjeta de Crédito
51,16/02/2024,Aspiradora,Electrodomestico,-155,7,Norteamerica,2.66,PayPal
52,17/02/2024,Lavadora,Electrodomestico,810,2,Asia,3.62,PayPal
53,15/03/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,13.82,PayPal
54,16/03/2024,Smartphone,Electronica,700,5,Europa,6.19,Transferencia Bancaria
55,17/03/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,10.93,PayPal
56,18/03/2024,Laptop,Electronica,950,3,Asia,15.1,Transferencia Bancaria
57,19/03/2024,Lavadora,Electrodomestico,,1,Norteamerica,20.71,Tarjeta de Crédito
58,20/03/2024,"Televisor 55""",Electronica,650,4,Europa,1.18,Tarjeta de Crédito
59,21/03/2024,Aspiradora,Electrodomestico,150,10,Sudamerica,23.98,Tarjeta de Crédito
60,22/03/2024,Smartphone,Electronica,650,6,Norteamerica,18.84,Efectivo
61,23/03/2024,Laptop,Electronica,1000,2,Asia,2.45,Efectivo
62,24/03/2024,Microondas,Electrodomestico,120,8,Europa,26.21,Cheque
63,25/03/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,27.63,Cheque
64,26/03/2024,Lavadora,Electrodomestico,,3,Asia,1.83,Cheque
65,27/03/2024,Smartphone,Electronica,750,7,Norteamerica,8.31,Efectivo
66,28/03/2024,Microondas,Electrodomestico,,9,Asia,24.19,Efectivo
67,29/03/2024,"Televisor 42""",Electronica,500,3,Norteamerica,22.45,Cheque
68,30/03/2024,Refrigerador,Electrodomestico,1250,1,Europa,5.54,Cheque
69,31/03/2024,Laptop,Electronica,970,4,Asia,6.28,PayPal
70,01/04/2024,Smartphone,Electronica,690,8,Sudamerica,11.11,Cheque
71,02/04/2024,"Televisor 32""",Electronica,310,6,Europa,14.54,PayPal
72,03/04/2024,Aspiradora,Electrodomestico,155,7,Norteamerica,18.55,Transferencia Bancaria
73,04/04/2024,Lavadora,Electrodomestico,810,2,Asia,11.07,Efectivo
74,05/04/2024,"Televisor 42""",Electronica,400,2,Norteamerica,13.88,Cheque
75,06/04/2024,Smartphone,Electronica,700,5,Europa,22.42,Efectivo
76,07/04/2024,Refrigerador,Electrodomestico,1200,1,Sudamerica,1.1,Efectivo
77,08/04/2024,Laptop,Electronica,950,3,Asia,7.57,Efectivo
78,09/04/2024,Lavadora,Electrodomestico,,1,Norteamerica,21.4,Transferencia Bancaria
79,10/04/2024,Lavadora,Electrodomestico,,3,Asia,26.86,Tarjeta de Crédito
1,15/01/2024,"Televisor 42""",Electronica,-400,2,Norteamerica,15.35,Cheque
2,16/01/2024,Smartphone,Electronica,-700,5,Europa,15.96,Tarjeta de Crédito
3,17/01/2024,Refrigerador,Electrodomestico,-1200,1,Sudamerica,3.22,Tarjeta de Crédito
4,18/01/2024,Laptop,Electronica,950,3,Asia,13.42,Tarjeta de Crédito
5,19/01/2024,Lavadora,Electrodomestico,,1,Norteamerica,,Efectivo
6,20/01/2024,"Televisor 55""",Electronica,650,4,Europa,7.27,PayPal
7,21/01/2024,Aspiradora,Electrodomestico,,10,Sudamerica,8.08,Efectivo
8,22/01/2024,Smartphone,Electronica,650,6,Norteamerica,11.32,Efectivo
9,23/01/2024,Laptop,Electronica,1000,2,Asia,0.6,Tarjeta de Crédito
10,24/01/2024,Microondas,Electrodomestico,120,8,Europa,9.66,Efectivo
11,25/01/2024,"Televisor 42""",Electronica,-450,2,Sudamerica,6.34,Tarjeta de Crédito
12,26/01/2024,Lavadora,Electrodomestico,,3,Asia,9.82,PayPal
13,27/01/2024,Smartphone,Electronica,750,7,Norteamerica,3.59,Cheque
14,28/01/2024,Laptop,Electronica,850,1,Europa,26.72,Tarjeta de Crédito
